Gender,Age,Family members count,Current residence,Parents status,Guardian,Fathers education,Mothers education,Guardians monthly income,self_supporting_activity,monthly_income,gpa_software_eng_intro,gpa_formal_methods,gpa_req_eng,gpa_sda,gpa_spm,gpa_sqe,gpa_se_testing,gpa_se_design_patterns,gpa_sc,gpa_ict,gpa_pf,gpa_discrete,gpa_ppit,gpa_oop,gpa_dsa,gpa_se_concepts,gpa_coal,gpa_db,gpa_dip,gpa_algo,gpa_os,gpa_ccn,gpa_cg,gpa_numerical,gpa_webtech,gpa_hci,gpa_gamedev,gpa_automata,gpa_ids,gpa_mobiledev,gpa_ai,gpa_processor_assembly,gpa_compiler_construction,gpa_ml,gpa_infosec,gpa_software_proc_improv,gpa_cv,gpa_data_security,previous sgpa,matric percentage,school scholarship?,intermediate_background,intermediate_percentage,college scholarship?,nts_score,Program,reason_for_program_choice,interest_in_domain,program_satisfaction,current_semester,current_cgpa,uni_scholarship?,paying_fees_status,mode_of_study,subject_difficulty,subject_interest,certificates_or_diploma,library_visits_frequency,study_preference,borrow_books,online_lectures_usage,daily_study_hours,self_study_days,health_status,disability_status,daily_freetime,teacher_methodology_preference,time_with_family_friends,commute_time_to_university,physical_exercise_time,love_travelling,preferred_eating_places,participate_in_cocurriculars,group_study_preference,book_reading_interest,socializing_interest,preferred_spare_time_activities,time_in_spare_activities,family_relationship_quality,internet_access,learning_speed,familysupport_ineducation,graduation_risk_perception,Self-Discipline,Hard Working,Punctuality,Politeness,Team Player,Confidence,Responsible,importance_of_grades,Do you take nutritions.,Do you love sports?,Do you value and have confidence of your opinions?,sleep_time? (7-8 hours)],Do you do self-directed learning?,study burnout,semester success belief,weather impact on focus,study planning,task consistency,Pass/Fail,marks,Grades
1,21,5,0,2,0,5,7,3,41,1,9,8,9,8,8,8,9,9,9,6,6,4,6,6,5,6,6,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.2,93.0,0,1,79.0,0,69.0,0,29,4.0,4,4,3.2,0,3,0,4,3,0,4,1,3,0,2,37,3.0,0,0,3.0,7,0,2,3,0,3,10,4,4,59,0,3,0,1,0,1,0,2,2,0,0,1,0,1,4,2,2,2,4,0,0,0,0,4,Pass,78.960815,B-
0,21,6,3,2,0,9,7,0,41,9,9,8,9,8,8,8,9,9,9,2,6,3,6,6,3,3,4,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.28,80.0,1,3,78.0,1,87.0,0,23,5.0,3,4,3.16,0,3,0,4,4,1,2,1,2,0,9,37,3.0,0,0,3.0,7,6,2,5,1,4,5,5,3,4,1,2,0,0,0,0,0,2,0,0,0,0,0,3,1,3,3,1,1,0,2,2,4,0,Fail,0.79636055,B
1,21,5,3,1,4,10,6,1,41,4,9,8,9,8,8,8,9,9,9,5,3,4,6,3,0,1,1,4,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.01,85.0,1,3,75.0,1,71.0,0,29,5.0,3,4,2.64,1,2,0,3,4,2,4,1,4,0,1,0,4.0,0,6,2.0,4,5,3,5,1,2,0,3,0,131,2,1,4,1,4,4,2,1,2,0,2,1,0,3,4,0,4,2,2,0,2,4,3,4,Pass,58.713776,B
1,22,8,0,1,4,11,9,5,41,9,4,8,9,8,8,8,9,9,9,2,1,1,6,3,9,4,2,5,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,83.0,0,1,72.0,0,80.0,0,8,4.0,4,4,2.65,1,2,0,5,3,1,2,1,1,0,1,5,4.0,0,2,3.0,7,4,2,5,1,3,7,4,0,82,0,2,4,1,2,4,2,1,1,2,2,2,2,0,3,0,0,0,2,2,2,0,2,4,Pass,74.96539,B+
0,21,5,2,2,0,5,6,0,41,9,9,8,9,8,8,8,9,9,9,6,3,4,6,4,4,6,7,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.2,85.0,0,3,73.0,0,72.0,0,36,3.0,3,4,3.11,0,3,0,3,3,1,2,1,3,0,6,31,3.0,0,2,4.0,0,6,3,4,1,4,10,3,4,121,8,2,2,1,0,3,0,2,2,2,2,1,2,1,2,2,2,2,0,0,0,0,2,4,Pass,58.22095,B
1,21,4,3,2,0,10,8,1,10,7,9,8,9,8,8,8,9,9,9,4,4,4,5,3,2,5,1,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.01,94.7,1,1,79.4,1,80.0,0,23,4.0,4,4,2.95,1,2,0,2,5,1,2,1,4,0,2,40,4.0,0,2,4.0,7,3,2,5,1,1,0,4,4,11,8,0,0,2,0,1,0,0,0,0,0,2,2,1,1,0,0,3,0,2,0,3,0,0,Pass,85.23842,B
1,21,8,2,2,0,5,7,14,10,2,9,8,9,8,8,8,9,9,9,5,7,5,6,7,3,7,5,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.98,84.0,0,1,72.0,1,78.0,0,23,5.0,5,4,3.22,0,3,0,2,3,2,2,1,4,0,1,25,4.0,0,0,4.0,2,0,2,5,0,2,5,3,2,94,3,0,0,2,0,3,2,0,2,0,2,2,2,1,4,0,4,2,4,4,4,4,2,2,Fail,91.95422,B
1,21,9,0,2,4,7,9,14,41,9,9,8,9,8,8,8,9,9,9,7,6,3,7,6,6,3,7,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.17,88.1,1,1,78.5,1,79.0,0,28,5.0,4,2,3.2,1,2,0,4,3,2,2,1,4,0,0,14,4.0,0,4,3.0,7,3,3,3,0,0,11,3,4,95,3,0,2,2,3,1,2,2,3,0,0,2,1,0,1,0,2,4,0,3,0,2,0,4,Pass,65.110085,B
1,20,8,0,2,1,10,13,11,10,1,5,8,9,8,8,8,9,9,9,6,7,4,6,4,4,5,3,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.8,80.0,0,3,77.6,0,78.0,0,23,4.0,5,4,3.1,1,0,0,5,3,2,4,1,3,0,0,14,5.0,1,2,3.0,1,0,1,5,1,3,10,4,0,94,2,2,0,2,0,3,1,2,0,2,2,2,2,3,1,2,2,0,2,2,0,4,3,2,Pass,63.311497,C
1,21,7,3,2,1,11,8,14,10,1,9,8,9,8,8,8,9,9,9,3,0,1,4,3,3,3,1,2,9,9,9,2,9,2,2,1,9,9,9,2,9,1,8,2,9,9,8,7,2.3,82.0,0,1,79.0,0,70.0,0,29,3.0,3,6,2.45,0,3,0,4,3,1,4,1,3,0,0,14,4.0,0,2,4.0,0,3,2,1,0,2,5,1,4,86,3,0,0,0,0,4,2,2,2,2,0,0,2,2,4,0,0,0,0,1,0,2,2,0,Pass,77.86173,B+
1,21,4,2,2,0,5,6,18,25,9,9,8,9,8,8,8,9,9,9,2,3,0,4,9,0,2,1,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.4,80.0,1,1,75.0,1,87.0,0,11,3.0,3,4,2.4,1,3,0,4,3,1,3,0,1,4,2,4,5.0,0,7,3.0,1,3,0,4,0,3,1,3,4,11,4,0,0,2,0,2,2,2,1,0,1,1,2,1,2,2,2,2,2,4,2,4,2,2,Pass,63.874603,B+
1,21,5,2,2,1,5,1,11,41,9,9,8,9,8,8,8,9,9,9,3,5,4,6,5,1,6,4,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,87.0,0,1,79.0,0,77.0,0,2,4.0,4,4,2.96,0,3,0,4,3,1,2,1,1,3,1,5,4.0,0,1,4.0,7,4,2,4,0,4,10,2,2,95,0,2,0,1,0,3,2,2,2,0,0,0,0,3,3,0,0,2,0,2,2,2,2,2,Pass,70.08947,A-
1,21,5,2,2,0,5,3,5,10,1,9,8,9,8,8,8,9,9,9,5,5,2,6,5,2,6,4,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.8,86.0,1,1,80.0,1,78.0,0,11,2.0,2,4,3.0,1,2,0,4,2,1,2,1,3,2,1,43,4.0,0,3,3.0,7,3,2,3,0,4,10,4,2,97,0,2,0,1,2,4,0,1,2,2,2,0,0,3,3,2,2,2,2,4,2,2,2,2,Pass,70.334724,B+
0,20,4,2,2,0,3,6,14,45,1,5,0,9,8,8,8,9,9,9,4,4,5,9,2,4,9,9,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.23,78.0,0,3,76.0,0,72.0,1,23,4.0,3,4,2.87,0,3,0,4,3,0,4,0,0,2,1,5,3.0,0,2,3.0,1,4,3,1,1,3,5,5,0,41,0,2,0,1,2,4,1,2,0,1,2,0,0,1,4,0,0,0,0,0,4,0,4,4,Pass,54.657177,B+
1,24,4,0,1,3,5,3,16,3,4,3,4,9,8,8,8,9,9,9,6,7,2,9,3,2,9,9,1,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,1.98,92.0,1,1,82.0,1,88.0,1,23,3.0,3,4,1.98,0,3,0,3,3,1,3,1,4,2,1,37,5.0,0,4,3.0,1,0,0,3,1,0,5,3,2,53,1,1,0,2,2,1,0,1,1,2,0,0,2,1,4,2,2,0,2,3,0,2,4,2,Pass,80.68258,B+
1,21,7,2,1,2,5,9,2,41,10,6,0,9,8,8,8,9,9,9,7,5,4,9,6,0,9,9,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.02,75.0,1,1,88.27,1,99.0,1,23,5.0,5,4,3.09,1,2,0,4,3,2,2,0,4,0,4,37,5.0,0,0,3.0,0,0,1,5,0,1,7,5,2,140,0,0,2,2,0,1,2,2,2,0,0,2,0,0,2,4,0,0,0,0,0,1,2,0,Pass,74.76859,C+
1,20,5,2,0,2,10,3,5,41,0,4,8,9,8,8,8,9,9,9,5,5,5,9,8,5,9,9,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.0,74.0,0,1,74.0,0,79.0,1,11,3.0,3,4,3.11,1,3,0,2,3,1,2,1,4,0,1,11,2.0,0,9,2.0,3,9,1,5,0,3,10,2,2,78,1,1,0,2,0,1,2,2,2,2,2,2,0,1,1,0,0,0,0,4,0,0,0,2,Pass,70.662964,B
1,22,5,2,2,1,5,3,14,41,9,5,6,9,8,8,8,9,9,9,7,5,3,9,6,1,9,9,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.23,78.0,0,4,77.0,0,73.0,1,29,3.0,3,4,3.01,1,3,0,3,2,1,3,1,1,0,0,33,5.0,0,4,4.0,0,4,2,4,0,3,5,2,2,38,0,2,0,2,0,3,2,1,1,0,2,2,2,3,4,0,2,3,4,1,4,2,4,3,Pass,51.833065,B+
1,21,5,4,2,1,7,3,11,41,9,5,2,9,8,8,8,9,9,9,6,6,5,9,3,2,9,9,5,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.99,66.92,0,0,70.0,0,79.0,1,29,3.0,3,4,2.99,0,3,0,4,3,1,3,1,1,2,1,37,4.0,0,0,3.0,1,7,1,5,1,2,10,2,0,105,0,1,3,1,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,Pass,88.05318,B+
1,19,4,4,2,4,7,8,11,41,9,9,8,9,8,8,8,9,9,9,2,2,6,6,4,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.07,92.0,0,3,82.0,0,75.0,0,29,5.0,5,3,2.71,0,3,0,3,4,1,4,1,2,0,1,14,3.0,0,0,3.0,7,5,2,4,0,4,10,3,3,95,0,2,0,1,0,4,2,2,2,0,2,2,2,1,4,0,2,4,2,2,2,2,2,2,Pass,63.803825,B+
1,20,6,2,2,0,5,6,14,41,9,9,8,9,8,8,8,9,9,9,4,6,7,7,2,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.06,92.0,0,3,85.0,1,1.0,0,31,5.0,5,3,3.06,0,3,0,4,4,1,3,1,1,0,1,14,5.0,0,3,4.0,0,3,3,5,1,3,5,3,0,30,0,0,0,1,0,4,0,0,0,2,2,2,0,4,2,2,0,0,2,4,0,4,4,2,Pass,64.57866,A-
0,20,8,0,2,0,10,8,5,41,9,9,8,9,8,8,8,9,9,9,1,4,7,4,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.33,85.0,0,3,90.0,0,60.0,0,0,3.0,3,3,2.6,0,0,0,3,3,1,2,1,4,4,4,6,4.0,0,7,4.0,3,3,1,4,0,3,10,4,4,0,2,0,4,2,0,3,2,2,2,2,2,2,2,1,1,4,4,4,4,3,2,4,2,4,Pass,73.407234,B+
1,21,6,0,2,1,7,13,1,57,9,9,8,9,8,8,8,9,9,9,6,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,75.45,0,3,77.81,0,83.0,0,23,5.0,5,4,2.6,0,0,0,2,4,1,2,1,2,4,6,37,4.0,0,3,4.0,1,0,2,3,0,2,10,4,2,62,1,2,0,2,2,1,2,1,2,3,2,2,0,3,2,4,0,2,2,3,0,4,4,2,Pass,59.160053,B-
1,22,4,2,2,1,5,3,14,10,4,5,4,5,4,3,4,4,9,9,6,7,7,6,6,5,9,9,4,9,9,2,4,9,4,4,4,4,9,2,2,9,9,8,9,9,9,8,7,2.7,89.0,1,3,80.0,1,80.0,1,29,5.0,5,7,2.92,1,0,0,4,3,1,1,1,1,4,0,5,4.0,0,4,4.0,3,4,0,5,1,4,10,1,0,45,5,0,4,0,0,4,0,0,0,0,0,0,0,1,4,0,0,2,2,0,4,4,1,2,Pass,72.88229,A-
1,23,4,2,2,0,3,1,16,14,0,9,8,2,8,8,8,9,9,9,6,3,3,4,2,3,3,3,2,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.65,78.0,0,0,80.0,0,88.0,0,11,3.0,3,4,2.65,0,3,0,4,3,1,1,1,1,2,0,4,3.0,0,1,3.0,7,4,2,3,0,3,3,1,1,138,1,2,0,1,0,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,Pass,56.38077,B
0,21,5,3,2,0,5,6,14,41,9,9,8,9,8,8,8,9,9,9,5,1,2,5,3,1,2,4,1,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.6,75.0,0,1,75.0,1,80.0,0,11,3.0,3,4,2.6,0,3,0,5,2,1,4,1,4,0,3,14,2.0,0,1,3.0,7,2,2,3,0,1,5,4,3,60,0,1,0,1,2,2,1,2,2,0,0,3,2,4,3,4,2,3,4,2,4,0,4,3,Pass,53.138184,B+
1,21,6,2,2,0,5,6,0,45,1,9,8,9,8,8,8,9,9,9,6,4,4,6,4,3,3,5,3,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.45,87.0,0,1,71.0,0,82.0,0,0,3.0,2,4,2.96,0,3,0,3,2,1,4,1,3,2,0,5,4.0,0,9,4.0,7,7,2,4,1,2,5,2,3,53,0,2,0,2,0,4,2,2,2,2,2,2,2,3,2,2,2,4,2,3,2,2,2,2,Pass,69.86851,A
0,20,7,3,1,2,5,6,16,41,9,9,8,9,8,8,8,9,9,9,7,1,4,6,4,2,4,3,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.11,96.0,0,1,88.0,1,71.0,0,7,3.0,3,4,3.11,0,3,0,5,2,1,3,1,1,2,1,5,4.0,0,3,2.0,7,9,1,4,0,4,10,2,4,27,1,2,0,2,0,4,2,2,2,2,2,2,2,3,1,4,4,3,4,2,4,4,3,4,Pass,60.581573,B
1,20,5,2,2,0,5,3,14,10,4,9,8,9,8,8,8,9,9,9,6,4,3,6,4,1,9,1,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.5,87.0,0,1,65.0,1,88.0,0,23,3.0,4,4,2.5,0,3,0,3,2,2,4,1,1,2,6,5,4.0,0,2,3.0,2,6,1,2,0,3,7,2,4,88,3,1,0,2,0,3,3,1,2,0,0,2,3,4,4,0,2,4,3,3,4,0,4,4,Pass,79.98234,B
1,19,5,2,2,0,5,4,5,41,9,9,8,9,8,8,8,9,9,9,4,1,1,6,3,2,3,3,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.34,85.0,1,1,74.0,0,89.0,0,23,5.0,5,4,2.58,0,3,0,2,5,1,2,1,4,4,1,4,5.0,0,0,5.0,7,2,3,1,1,2,0,3,0,43,1,2,0,1,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,2,0,0,0,0,Pass,49.96831,B
0,20,7,2,2,0,10,3,3,41,9,9,8,9,8,8,8,9,9,9,3,3,4,6,4,1,5,4,4,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.14,89.0,0,1,82.0,1,78.0,0,7,2.0,2,4,2.96,0,3,0,2,1,1,3,1,1,0,1,33,4.0,0,2,2.0,1,5,3,4,0,4,5,2,2,30,0,2,0,1,0,4,2,2,1,2,2,2,2,1,4,2,4,3,2,2,3,2,4,3,Pass,77.810646,A-
1,21,5,2,2,1,5,3,3,10,10,9,8,9,8,8,8,9,9,9,6,5,5,6,5,0,2,1,3,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.98,90.6,0,1,71.0,0,75.0,0,23,4.0,4,4,2.98,0,3,0,3,3,1,4,1,4,0,6,37,4.0,0,0,4.0,0,6,2,5,0,2,10,3,0,132,2,0,0,2,0,3,0,0,0,0,0,0,0,1,4,0,0,3,2,4,0,0,0,4,Fail,81.309296,B
1,21,6,2,2,1,7,6,14,51,9,9,8,9,8,8,8,9,9,9,6,7,5,5,6,4,2,5,7,9,6,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.2,89.0,1,1,76.0,1,79.0,0,7,3.0,2,4,3.2,0,3,0,3,3,1,4,1,3,0,3,33,4.0,0,0,4.0,2,6,2,5,1,0,10,3,2,104,0,1,2,1,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,Pass,55.13286,B
1,21,6,2,2,1,10,6,18,41,10,9,8,9,8,8,8,9,9,9,7,6,5,6,5,1,2,3,3,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.19,82.0,0,4,77.0,0,82.0,0,11,4.0,4,4,2.86,0,3,0,4,2,1,1,1,1,0,6,14,5.0,0,9,3.0,0,5,3,2,0,3,10,2,2,26,7,2,0,1,0,4,1,2,3,1,2,1,2,4,4,0,2,4,0,0,4,3,3,0,Pass,76.99784,B
1,22,8,3,2,1,11,13,5,41,9,9,8,9,8,8,8,9,9,9,6,4,5,7,4,1,5,2,2,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.2,91.0,0,1,81.0,0,69.0,0,29,4.0,4,4,3.03,1,0,0,3,4,1,2,1,1,2,3,14,3.0,0,1,3.0,7,3,2,5,0,3,10,4,4,102,1,0,2,2,0,4,2,2,0,2,2,1,2,1,4,0,2,2,4,2,0,2,2,4,Pass,87.30275,B+
1,20,7,2,2,1,3,6,14,1,9,9,8,9,8,8,8,9,9,9,5,4,5,6,4,3,3,3,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.02,80.0,1,1,80.0,0,79.0,0,11,4.0,4,4,3.04,0,3,0,4,4,1,0,1,3,0,7,37,4.0,0,1,4.0,7,2,2,3,1,0,0,3,4,111,1,0,2,1,0,4,0,0,2,1,0,2,0,4,4,0,2,4,2,4,0,4,0,0,Pass,58.411926,C
1,21,7,2,2,0,6,7,3,41,9,9,8,3,8,8,8,9,9,9,6,3,4,6,4,1,3,3,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.59,94.0,0,1,76.0,0,81.0,0,38,3.0,3,4,2.59,0,3,1,4,3,1,4,1,3,0,2,13,5.0,0,1,3.0,0,7,2,5,0,2,1,3,4,107,1,2,0,1,2,1,2,2,1,2,2,2,2,3,1,0,2,2,4,0,2,4,3,2,Pass,70.03334,A-
0,19,6,2,2,0,9,6,0,8,9,9,8,9,8,8,8,9,9,9,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.27,89.0,0,4,87.0,0,71.0,1,9,4.0,3,1,3.27,0,3,0,4,2,1,4,1,4,0,4,37,2.0,0,0,3.0,7,0,2,5,1,1,9,5,4,63,8,1,2,1,0,4,2,0,0,2,2,2,0,0,0,0,2,1,3,0,2,0,2,2,Pass,79.88857,B-
1,19,5,0,2,1,5,9,14,41,9,9,8,9,8,8,8,9,9,9,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.23,93.0,0,2,92.0,0,80.0,1,23,5.0,5,1,3.23,0,3,0,3,4,1,3,0,0,0,0,14,5.0,0,0,4.0,1,0,2,5,0,1,1,3,0,117,2,0,2,1,0,1,2,2,2,2,0,2,0,1,4,1,2,0,0,3,2,0,4,2,Pass,65.89024,B
1,19,5,2,2,1,7,3,11,41,9,9,8,9,8,8,8,9,9,9,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.57,92.0,0,1,92.0,1,74.0,1,23,5.0,4,1,3.57,0,3,0,4,4,1,4,1,3,2,2,37,4.0,0,0,4.0,0,3,2,4,0,4,10,3,4,65,8,2,0,2,0,1,2,2,2,0,0,2,0,4,2,2,2,4,2,3,0,0,0,2,Pass,0.5025907,B
1,20,4,2,2,1,10,8,5,34,9,9,8,9,8,8,8,9,9,9,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.21,86.0,0,3,83.0,1,78.0,1,23,4.0,4,1,3.21,0,3,0,4,5,0,3,1,1,2,1,43,4.0,0,8,3.0,0,5,3,4,0,4,5,3,2,58,0,2,2,2,2,1,1,2,3,1,1,2,0,1,4,4,2,3,4,4,2,2,2,2,Pass,84.26084,B
1,18,6,3,2,1,16,8,14,41,9,9,8,9,8,8,8,9,9,9,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.59,89.0,0,3,91.0,0,84.0,1,31,4.0,5,1,3.59,0,3,0,1,4,1,2,1,3,2,6,5,5.0,0,7,3.0,7,3,2,5,0,4,5,4,0,86,2,0,0,2,0,2,2,2,0,0,0,0,1,3,4,0,2,2,4,1,0,3,4,3,Pass,69.76414,B
1,19,6,3,2,0,7,7,11,45,1,9,8,9,8,8,8,9,9,9,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.52,87.0,1,1,713.0,0,76.0,1,29,5.0,5,1,3.52,0,3,1,3,4,1,2,1,3,4,0,5,4.0,0,3,4.0,0,4,1,5,1,2,5,4,4,87,1,2,0,2,0,0,0,0,2,2,0,0,2,1,3,0,0,0,0,4,0,3,0,2,Pass,74.22314,B+
1,19,5,2,2,0,9,3,14,10,10,9,8,9,8,8,8,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.62,76.44,0,0,78.88,0,86.0,1,29,5.0,5,1,3.62,0,3,0,2,4,1,3,0,1,0,2,15,4.0,0,7,5.0,0,3,3,5,1,4,5,3,4,83,4,2,0,1,0,3,2,2,2,1,2,2,2,1,4,0,0,2,2,3,2,2,3,2,Pass,63.72023,A
1,20,5,2,2,1,3,6,4,41,9,9,8,9,8,8,8,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.92,89.0,0,1,90.0,0,73.0,1,11,5.0,5,1,3.92,0,3,0,2,4,1,3,1,1,4,8,33,4.0,0,3,4.0,1,4,2,4,1,0,7,3,2,93,1,2,2,2,0,1,1,2,1,2,2,2,2,1,4,0,2,0,4,3,0,2,4,4,Pass,83.74282,B
1,18,5,2,0,2,9,7,2,41,2,9,8,9,8,8,8,9,9,9,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.42,92.18,0,1,86.72,1,71.0,1,29,4.0,4,1,3.42,0,3,0,3,4,1,2,0,1,4,0,15,4.0,0,2,4.0,7,1,3,5,1,4,10,4,2,89,0,1,0,1,2,4,2,2,2,1,2,2,0,4,3,2,0,4,4,3,4,0,0,2,Pass,75.08499,A-
1,19,6,2,2,0,5,7,1,5,9,9,8,9,8,8,8,9,9,9,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.88,89.0,0,3,92.0,0,72.0,1,12,4.0,5,1,2.88,0,3,0,3,4,1,4,1,1,0,0,14,4.0,0,0,3.0,1,4,2,5,1,3,0,3,4,110,0,0,0,1,0,4,2,2,1,0,2,2,0,4,0,2,0,0,2,2,0,0,0,2,Pass,78.900734,B
1,18,5,2,2,0,9,7,2,41,9,9,8,9,8,8,8,9,9,9,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.17,89.0,0,3,63.0,0,71.0,1,23,5.0,5,1,3.17,0,3,0,1,4,1,2,1,1,4,0,11,5.0,0,0,4.0,0,3,2,5,0,4,5,4,0,93,0,2,2,2,0,3,2,2,2,2,2,2,2,1,4,0,2,2,2,4,2,4,2,4,Pass,85.646324,B
1,19,4,4,2,0,9,7,7,10,7,9,8,9,8,8,8,9,9,9,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.35,90.0,1,3,90.0,1,79.0,1,23,5.0,5,1,2.35,0,3,0,1,5,1,3,1,1,4,0,4,4.0,0,1,3.0,0,4,0,5,1,3,0,3,0,45,8,0,0,2,0,1,2,2,2,0,0,2,0,2,0,0,0,2,2,1,0,1,4,0,Pass,73.239426,B
1,18,5,2,2,0,5,7,14,43,9,9,8,9,8,8,8,9,9,9,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.25,90.0,0,1,79.0,1,73.0,1,11,4.0,3,1,2.25,0,3,1,3,3,1,4,1,1,2,1,37,5.0,0,0,3.0,0,3,2,5,1,3,0,2,4,124,0,2,0,2,0,1,0,2,3,0,1,1,2,4,1,0,0,0,0,2,0,0,2,2,Pass,67.11354,B
0,18,5,4,2,0,5,6,14,43,9,9,8,9,8,8,8,9,9,9,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,1.8,83.0,0,3,80.0,0,76.0,1,29,4.0,3,1,1.8,0,3,1,5,3,1,3,1,1,0,1,37,4.0,0,3,3.0,0,0,2,5,0,3,0,1,4,104,1,0,0,2,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,4,0,0,2,2,Pass,88.78956,A-
1,18,4,2,2,1,9,7,0,27,9,9,8,9,8,8,8,9,9,9,6,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.04,91.0,0,1,70.0,0,70.0,1,23,4.0,4,1,2.04,0,3,0,4,3,1,2,1,1,0,2,4,5.0,0,2,4.0,0,0,3,4,0,3,5,4,2,0,8,2,0,2,2,2,2,2,2,2,2,2,2,0,4,2,2,3,2,4,2,0,2,2,Pass,70.256134,B+
